1145306497;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.7;-138.4
1145306496;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306483;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.0;-139.2
1145306480;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.4;-132.9
1145306475;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.2;-137.7
1145306474;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306473;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.2;-134.5
1145306471;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306466;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.7;-132.9
1145306463;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.71335;-135.06717
1145306459;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306458;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.7;-135.6
1145306457;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.5;-139.3
1145306456;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.6;-139.1
1145306455;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306453;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.4;-131.3
1145306452;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306451;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306450;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.5;-138.0
1145306449;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.2;-134.5
1145306448;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.9;-137.0
1145306447;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.8;-140.0
1145306446;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306444;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306443;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.7;-135.6
1145306441;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306440;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.7;-137.2
1145306439;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306438;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306435;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.0;-131.3
1145306433;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.2;-135.5
1145306431;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.3;-134.5
1145306430;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.8;-136.1
1145306429;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.7;-138.4
1145306427;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-136.9
1145306426;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306425;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.4;-132.9
1145306424;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.3;-138.6
1145306423;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306422;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.1;-137.4
1145306421;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.1;-133.7
1145306420;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.1;-131.3
1145306419;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306418;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306417;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.3;-136.0
1145306416;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.2;-134.5
1145306415;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.4;-131.3
1145306414;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);64.5;-139.3
1145306413;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306412;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.8;-136.1
1145306409;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306408;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
